bot,position,pool,pair,created_at_utc,closed_at_utc,deposit_sol,withdrawal_sol,fee_sol,pnl_sol,pnl_usd,mode,strategy,event,exit_reason,peak_pnl_pct,hold_minutes,ai_holds,bin_width
azimuth,27khVGKAitdpgc1LVW9DA2Z6W4uRL22uToPRSs97BjDw,64BSmy7BESiHnWYzLdPso6FuXymh7H8jTkaiyfbBg1YD,MINI-SOL,2026-09-08T15:19:10+00:00,2026-09-08T15:26:14+00:00,0.18,0.17994613599999998,0.00004696,-0.00000690400000000202,-0.017287827426926583,turnover,turnover_rebalance,exit,Out of Range for 5.1m (limit 5m),0.0,7.066666666666666,0,20
azimuth,2euWpfNC4zBmJwzHJ8XYRSGsxCmcuSB7V3vzTK3AgTR9,3T6pPCvChxMWvGavkyNSFN7UyiMeUwV3NbHHTybPogFC,BUTTHOLE-SOL,2026-09-08T15:00:32+00:00,2026-09-08T15:31:21+00:00,0.09999997899999999,0.09999794805478261,0,-0.0000020309452173766784,0.02101521972314835,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.00% < 5.0% after 30.4m),0.3208,30.816666666666666,0,44
azimuth,4NuUs3MNz1D7eEsBrarBu2s5cgsizgZEXsdAhEgQkcQE,5pjRzUQan6bYynQERLK499fq48LiD5ryZrf9adZX1HQo,Jimothy-SOL,2026-09-08T16:08:50+00:00,2026-09-08T16:15:21+00:00,0.099999979,0.09999993299999999,0.0000000009999999999940996,-0.00000004500000001794735,-0.03784026305380017,turnover,sol_bidask,exit,Out of Range for 5.2m (limit 5m),0.0092,6.516666666666667,0,44
azimuth,xeyoUaSBP3kzX3nxE7rBP5KjkcJTWeBn79dT3STsy6Z,5pjRzUQan6bYynQERLK499fq48LiD5ryZrf9adZX1HQo,Jimothy-SOL,2026-09-08T16:15:52+00:00,2026-09-08T16:50:58+00:00,0.09999998999999998,0.09999117399999999,0.000008821499083260409,0.000000005499083272075822,0.06945236765647778,turnover,turnover_rebalance,exit,Out of Range for 5.2m (limit 5m),1.0601,35.1,0,20
azimuth,BHCC36QssbnunsJ4fWt7tiP8GzHjk6aFAKk9kk4Mije5,64BSmy7BESiHnWYzLdPso6FuXymh7H8jTkaiyfbBg1YD,MINI-SOL,2026-09-08T15:26:48+00:00,2026-09-08T16:55:29+00:00,0.17999999000000003,0.1792095806103368,0.011151085110814763,0.010360675721151513,1.2246174163262182,turnover,turnover_rebalance,exit,"Fast-out dump exit (5m -11.8% <= -3.0% with PnL +5.98%, peak +7.14%) — realizing before floor gap-through",7.1404,88.68333333333334,0,20
azimuth,5qmBrK8qKAQT31kzZbsv871X8xjCj7AVxKaUJFB97DMz,64BSmy7BESiHnWYzLdPso6FuXymh7H8jTkaiyfbBg1YD,MINI-SOL,2026-09-08T16:55:46+00:00,2026-09-08T17:17:55+00:00,0.17999999000000003,0.15408926628211694,0.010757094950462644,-0.015153628767420435,-1.6193087235363812,turnover,turnover_rebalance,exit,Sustained downtrend dump (1h -15.0% <= -5.0% & PnL -5.52% <= -2.5%) — exit before the SL floor,0.5932,22.15,0,20
azimuth,CfghDrS5UcqjqjSSCwZK8dSr55KGuV2657jjibaVpkdR,5pjRzUQan6bYynQERLK499fq48LiD5ryZrf9adZX1HQo,Jimothy-SOL,2026-09-08T16:51:12+00:00,2026-09-08T17:51:03+00:00,0.09999999,0.099986935214478,0.000015978082588211428,0.0000029232970662207425,-0.04616388656289949,turnover,turnover_rebalance,exit,Low yield (Fee/TVL 24h: 0.38% < 5.0% after 60.1m),0.0,59.85,0,20
azimuth,GSpQCuikf9iNfYvWpekoSzQnLtx8EvmEQ2EH2nyHJMw4,ALmG6Utch8cRejvmYEe5i6GTw2MAoW3uAv3Gnkv17cQV,CRIMECAT-SOL,2026-09-08T17:59:40+00:00,2026-09-08T18:05:19+00:00,0.109999977,0.10845655180921197,0.001694396,0.00015097080921197548,0.028029834434533996,turnover,sol_bidask,exit,RUG velocity dump (-29.7% in 5m <= -20%) — emergency exit before it goes to zero,0.5785,5.65,0,44
azimuth,3fhtagY24dG5EkVkNLSqmmSWY6G37mMDrsBHwZBxy1Vr,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-08T18:09:14+00:00,2026-09-08T18:09:25+00:00,0.11125630496553034,0.11120733274566703,0.00000013599999999999148,-0.000048836219863304664,-0.005985493522782548,,,,,,0.18333333333333332,,20
azimuth,27abyF4t3x5q5SbNfKBtkFMSiNp6YmY5hcvQeehhpk8L,FxPPZGPiTNYzgdMkNgAkA8QRZjNxurjBo7JgPt9z4T5X,MADE-SOL,2026-09-08T17:32:31+00:00,2026-09-08T18:53:21+00:00,0.10853293313562556,0.09403882987436309,0.002126327813815404,-0.012367775447447077,-1.3187351030188452,turnover,balanced_tight,exit,Hard Stop-Loss hit (-9.14% <= -8.0%),3.989,80.83333333333333,0,20
azimuth,DBE2yZpUij1VasGdUJCSfvhnpELKJAUgZkxyKzJqMGp7,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-08T19:12:56+00:00,2026-09-08T19:17:48+00:00,0.0989535398397819,0.09933747027717574,0.0003739649999999999,0.0007578954373938379,0.06465030055389498,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 1.80%, Current: -0.25% <= ratchet floor 1.20%)",1.795,4.866666666666666,0,20
azimuth,GyFH8ffQSTMBVFDg5gLzqAftEXTGR1Z3r9Y6xkuh8TV1,3vnFSkGU2foSKWsbH5pEJ6HFstugb5YBELkRGgUdJAeA,NASDUCK-SOL,2026-09-08T19:11:16+00:00,2026-09-08T19:45:00+00:00,0.16999997799999997,0.16600245423524548,0.0024925861671726054,-0.0015049375975818846,-0.20015112878036234,pulse,sol_bidask,exit,"Fast-out dump exit, underwater (5m -9.3% <= -3.0% with PnL -1.83% <= -1.5%) — cutting before the downtrend level",0.8715,33.733333333333334,0,44
azimuth,7zqNe9iAFuQo2kXUxghARpUVxdabZGqov2EjSPRD9RD3,ALmG6Utch8cRejvmYEe5i6GTw2MAoW3uAv3Gnkv17cQV,CRIMECAT-SOL,2026-09-08T20:08:09+00:00,2026-09-08T20:08:31+00:00,0.10077704731268543,0.09523140340096119,0.001172792,-0.004372851911724235,-0.45502739690818395,turnover,balanced_tight,exit,"Downtrend dump, unconfirmed (PnL -6.26% <= -2.5%, no 1h confirmation) — exit before the SL floor",0.0,0.36666666666666664,0,20
azimuth,5canx7wYQHcywYMPaHoY9WQJS1p9ie6opnvcP3F1ystQ,2RX1ZogEMsjv1YjMF3m5U1DN7gVCtSLaQHs27F17ECve,WOJAK-SOL,2026-09-08T19:53:35+00:00,2026-09-08T20:51:10+00:00,0.16999997400000003,0.170000162,0.0003350896491547338,0.0003352776491547249,0.08146587581749998,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 4.99% < 5.0% after 57.3m),0.9007,57.583333333333336,0,53
azimuth,2zLKGLrfQjeH2iqUXZ6ZdpNqS99VjEgrAnX9LMGtTvzC,CnK82s8exdsK9nwqQ55kd9wcxoA22NwTchZJCBdu8LDa,three-SOL,2026-09-08T21:03:26+00:00,2026-09-08T21:34:01+00:00,0.16999997399999997,0.16999992300000002,0.00000788390996087517,0.000007832909960925338,-0.04012380167919716,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.22% < 5.0% after 30.3m),0.0476,30.583333333333332,0,53
azimuth,9r77xeS2ZVsNjSnWy62qRGTiRx3Jveqyddc8brHGNjMU,ALmG6Utch8cRejvmYEe5i6GTw2MAoW3uAv3Gnkv17cQV,CRIMECAT-SOL,2026-09-08T22:09:42+00:00,2026-09-08T22:21:34+00:00,0.16999997799999997,0.1679320446786627,0.004438272,0.0023703386786627367,0.2510337404656866,pulse,sol_bidask,exit,RUG velocity dump (-25.1% in 5m <= -20%) — emergency exit before it goes to zero,1.6918,11.866666666666667,0,44
azimuth,3LjmW2qXZ92rJ9QA2MoNkBwn44p2rUe5ZHTAeS14U1aS,63TL5RqBnTeLWK96sk9rUBEBWxmVFcWkDHGNP1vaYz3P,NASDUCK-SOL,2026-09-08T22:38:41+00:00,2026-09-08T22:46:30+00:00,0.1698536738042973,0.16009865181177532,0.000702658724987998,-0.009052363267533975,-0.9215148313294854,turnover,balanced_tight,exit,"Downtrend dump, unconfirmed (PnL -4.82% <= -2.5%, no 1h confirmation) — exit before the SL floor",0.0,7.816666666666666,0,20
azimuth,D3VDCVZAQ5BEPKoLw56ar9GFWW1KsQGNizVSduiWKduu,ErwEeF8y8uLR7LkJcL3xRUuN1d8SrMLZJB92Ydq8vfdw,DOGE-1-SOL,2026-09-08T23:04:12+00:00,2026-09-08T23:16:56+00:00,0.1687600871560987,0.16931374285793838,0.0002962426987525512,0.0008498984005922416,0.0743004186813252,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 1.24%, Current: 0.09% <= ratchet floor 0.64%)",1.2376,12.733333333333333,0,24
azimuth,AirCRkBvoQAHSguDWUGtfSnuPXTP3jF6V7SgG43hTyw3,ErwEeF8y8uLR7LkJcL3xRUuN1d8SrMLZJB92Ydq8vfdw,DOGE-1-SOL,2026-09-08T23:17:20+00:00,2026-09-08T23:31:48+00:00,0.16999998900000002,0.16999834,0.0000014779999999999935,-0.00000017100000002101545,0.0003070640631008814,turnover,turnover_rebalance,exit,Out of Range for 5.3m (limit 5m),0.0462,14.466666666666667,0,20
azimuth,AEVwYA1kXRPzy9DEmGWxGeRbirkvTPu6VRYiWKT3GF83,EAf6shtt8QGJ7UiSRrDc6pzwXKEmb5s7tCCpSDe5zpzZ,BUTTHOLE-SOL,2026-09-08T23:19:27+00:00,2026-09-08T23:50:06+00:00,0.09999997499999999,0.09999464447516146,0.000006059523312106996,0.0000007289984735731059,0.0010202014369333767,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.29% < 5.0% after 30.5m),0.0909,30.65,0,53
azimuth,AUCKNPQKabForSGi4KDDjTSvJ1rFZBQmrniTzSSJkTCp,ErwEeF8y8uLR7LkJcL3xRUuN1d8SrMLZJB92Ydq8vfdw,DOGE-1-SOL,2026-09-08T23:32:02+00:00,2026-09-08T23:53:57+00:00,0.16999998900000002,0.16999207300000002,0.00000869099238470169,0.0000007749923847111262,-0.011629593468551747,turnover,turnover_rebalance,exit,Out of Range for 5.2m (limit 5m),0.0,21.916666666666668,0,20
azimuth,6yzUrAcbEeqTMPQLboc4oL7rHGAWwyXYB3sAT9eQLqMS,3T6pPCvChxMWvGavkyNSFN7UyiMeUwV3NbHHTybPogFC,BUTTHOLE-SOL,2026-09-09T03:09:04+00:00,2026-09-09T04:26:51+00:00,0.169877168871117,0.16988521530221568,0.0012426952011760492,0.0012507416322747045,0.2348707823880929,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 2.63%, Current: 0.10% <= ratchet floor 2.03%)",2.629,77.78333333333333,0,20
azimuth,FibdoMuyYE7bETtbLdEwUkpH2THXab3mS4bEYVqGdeVZ,CnK82s8exdsK9nwqQ55kd9wcxoA22NwTchZJCBdu8LDa,three-SOL,2026-09-09T04:59:50+00:00,2026-09-09T05:30:23+00:00,0.169999974,0.16998084363083846,0.000009810923923745722,-0.000009319445237798707,-0.0005715854928034503,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.27% < 5.0% after 30.3m),0.1556,30.55,0,53
azimuth,EoT4qcHVPzXsLZpW6wvF5azT69Ffu5d2LRDWzM43DToz,5LjukK9FDhTo51wp2zkKdAgSk7yg4khr1v9d3HwKFsQJ,PURPS-SOL,2026-09-09T06:24:25+00:00,2026-09-09T06:30:23+00:00,0.16999997800000002,0.17001170030967297,0.0035775200000000003,0.0035892423096729464,0.37111698737631826,turnover,sol_bidask,exit,"Fast-out dump exit (5m -14.1% <= -3.0% with PnL +2.02%, peak +2.03%) — realizing before floor gap-through",2.0313,5.966666666666667,0,44
azimuth,EmsaaAoKybuX2XTZukGEexHMWsFr9hTFJno26Xyq6caQ,5LjukK9FDhTo51wp2zkKdAgSk7yg4khr1v9d3HwKFsQJ,PURPS-SOL,2026-09-09T06:30:47+00:00,2026-09-09T06:45:46+00:00,0.16999998900000002,0.16860359959755664,0.003560586,0.0021641965975566224,0.19854023243892982,turnover,turnover_rebalance,exit,"Trailing Take-Profit hit (Peak: 2.42%, Current: 1.22% <= ratchet floor 1.82%)",2.4236,14.983333333333333,0,20
azimuth,87fyzptVTWDDMdry8HUURopnSupxeuktQDHnKeK1XJz8,5LjukK9FDhTo51wp2zkKdAgSk7yg4khr1v9d3HwKFsQJ,PURPS-SOL,2026-09-09T06:46:07+00:00,2026-09-09T06:52:54+00:00,0.16999998900000002,0.16677009260192424,0.004090722,0.0008608256019242144,0.0904005711873559,turnover,turnover_rebalance,exit,RUG velocity dump (-22.1% in 5m <= -20%) — emergency exit before it goes to zero,0.8609,6.783333333333333,0,20
azimuth,3iGeC6rcEWJd5mWtjgfvq9NTPPUD4R5eX8RWbLxejWZP,EAf6shtt8QGJ7UiSRrDc6pzwXKEmb5s7tCCpSDe5zpzZ,BUTTHOLE-SOL,2026-09-09T07:37:11+00:00,2026-09-09T08:11:25+00:00,0.16999997500000003,0.16999970400000003,0.00020416293263765957,0.00020389193263767313,0.041256900763844584,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 4.97% < 5.0% after 33.9m),0.2736,34.233333333333334,0,53
azimuth,7FuYbUXJgbLsXKKfP4fncbBXDm23Uvkt5peUsswLS9Ja,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-09T08:17:59+00:00,2026-09-09T08:25:03+00:00,0.16817700775969796,0.16811047594131484,0.000371171,0.00030463918161688364,0.029619739525344357,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 1.98%, Current: -1.03% <= ratchet floor 1.38%)",1.9836,7.066666666666666,0,20
azimuth,Ew3ZSF8JiWLSYCcTeU2SbMbnNcFNbuS39mYF82H87y3G,5LjukK9FDhTo51wp2zkKdAgSk7yg4khr1v9d3HwKFsQJ,PURPS-SOL,2026-09-09T09:00:31+00:00,2026-09-09T09:07:16+00:00,0.1694585259528853,0.173667038,0.006177092999999999,0.010385605047114693,1.072664011110252,turnover,balanced_tight,exit,Out of Range for 5.0m (limit 5m),6.1328,6.75,0,20
azimuth,9f6ZwnQ3upLXHL7gQ5n8Gibq3kKSiDbhoaFbmmY415Se,5LjukK9FDhTo51wp2zkKdAgSk7yg4khr1v9d3HwKFsQJ,PURPS-SOL,2026-09-09T09:07:46+00:00,2026-09-09T10:18:57+00:00,0.169999989,0.15616047065485983,0.020274456000000003,0.006434937654859835,0.5136121441101231,turnover,turnover_rebalance,exit,Out of Range for 5.2m (limit 5m),8.475,71.18333333333334,0,20
azimuth,Bto8n7GVcf1Gpx7ovCE1uwDwDGcyoyPfPLiRK2piVcYV,R88hawBDy3CTiX7F7woKgMJAXbed7f5H38qR4FB2eav,world-SOL,2026-09-09T10:39:48+00:00,2026-09-09T11:00:32+00:00,0.1694133299974942,0.16529418449309605,0.0014935863731864458,-0.0026255591312117077,-0.3134971615392317,turnover,balanced_tight,exit,Sustained downtrend dump (1h -6.2% <= -5.0% & PnL -2.89% <= -2.5%) — exit before the SL floor,1.0386,20.733333333333334,0,20
azimuth,CcHEiAF68BZaEs7n1jBMDBbbtFGx2VgUX83jm5jkHvaa,ALmG6Utch8cRejvmYEe5i6GTw2MAoW3uAv3Gnkv17cQV,CRIMECAT-SOL,2026-09-09T10:58:00+00:00,2026-09-09T11:41:40+00:00,0.099999979,0.09369819187102532,0.0029088269999999997,-0.0033929601289746786,-0.34499286815328034,pulse,sol_bidask,exit,Sustained downtrend dump (1h -14.3% <= -5.0% & PnL -3.71% <= -2.5%) — exit before the SL floor,0.7457,43.666666666666664,0,44
azimuth,5kEP95YRZND6VXmYamcqfExCWFg6hCZbeKWEFtK5RjnN,EgGACLzNtvTWfjWopkMbbcRsUPAaSCcgPjbNqUCcLUCJ,BURNIE-SOL,2026-09-09T11:36:09+00:00,2026-09-09T12:06:23+00:00,0.099999979,0.09998100210115278,0.000027722082676096536,0.000008745183828873238,0.04641582747060369,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 1.33% < 5.0% after 30.1m),0.5258,30.233333333333334,0,44
azimuth,5ewaQ7pj9f59RojR9N3AGpz6ptbWmHgmjn9LFYHESnGy,6ntYkjkwdFLojVudeUcMMj6UQDw38GfHi2NfpChzFAix,HONTER-SOL,2026-09-09T12:39:54+00:00,2026-09-09T12:48:15+00:00,0.159999977,0.15857819909449117,0.0037894250000000003,0.002367647094491193,0.2574151813434753,pulse,sol_bidask,exit,"Thin pool liquidity ($6,697 < $7,000 floor) — exit before it strands",1.7411,8.35,0,44
azimuth,26uEkfo7rFLeonh4kyhNEQ4tbGUMpK2TDnfSLqfYCAF2,EAf6shtt8QGJ7UiSRrDc6pzwXKEmb5s7tCCpSDe5zpzZ,BUTTHOLE-SOL,2026-09-09T12:55:14+00:00,2026-09-09T13:25:51+00:00,0.159999973,0.15999931399999998,0.0000031214382819198987,0.000002462438281919388,-0.03624717840189717,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.09% < 5.0% after 30.2m),0.115,30.616666666666667,0,53
azimuth,7B5Tg3i4w94XgQxsabCbrk7ZDBnMpaTYbNigT9VyQUAW,6NLvUzfYH4TC98mYcKRnYjWsH6879tJwxEy2vopzLfzu,PAYAI-SOL,2026-09-09T15:28:17+00:00,2026-09-09T15:58:28+00:00,0.09999997899999999,0.09998871895571274,0.00003421838335192111,0.00002295833906466871,0.06040417752866922,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 1.64% < 5.0% after 30.0m),0.7378,30.183333333333334,0,44
azimuth,AiwRWPnAmC7cN9zomkBeb19rmPW2tjx2oD5PBB6ra8Mf,3T6pPCvChxMWvGavkyNSFN7UyiMeUwV3NbHHTybPogFC,BUTTHOLE-SOL,2026-09-09T16:04:58+00:00,2026-09-09T16:22:40+00:00,0.099999979,0.09999780200000001,0.000002194199891226774,0.000000017199891233499187,-0.04762860289792492,turnover,sol_bidask,exit,Out of Range for 5.2m (limit 5m),0.0417,17.7,0,44
azimuth,7c367T9WJg2byMBhWSrp3Qjhghd7p9nD4XtYZiXP3rid,3T6pPCvChxMWvGavkyNSFN7UyiMeUwV3NbHHTybPogFC,BUTTHOLE-SOL,2026-09-09T16:22:57+00:00,2026-09-09T17:22:16+00:00,0.09999999000000001,0.09004498052569228,0.0026938313988356987,-0.007261178075472038,-0.6769759305813192,turnover,turnover_rebalance,exit,Hard Stop-Loss hit (-8.76% <= -8.0%),1.5316,59.31666666666667,0,20
azimuth,F18sGz9BuZwHeC2DnFfGoeSZjLyh965mTiqu585a6Khh,68C62WPYiiNZxprbuaMj2ULXpiTDKcs5xsX7kBGnyajR,MANLET-SOL,2026-09-09T13:01:35+00:00,2026-09-09T20:49:28+00:00,0.09999997499999998,0.09725176699463449,0.002548818994280762,-0.00019938901108472462,-0.25552433954638865,pulse,sol_bidask,exit,Sustained downtrend dump (1h -6.4% <= -5.0% & PnL -2.66% <= -2.5%) — exit before the SL floor,0.0,467.8833333333333,0,53
azimuth,HzNYeWkqCtcVu2Cpt1cWpxjoifBNz8iVVcev3dRmKyaC,ErwEeF8y8uLR7LkJcL3xRUuN1d8SrMLZJB92Ydq8vfdw,DOGE-1-SOL,2026-09-09T20:35:58+00:00,2026-09-09T21:06:35+00:00,0.099999973,0.09999862322029458,0.000019945347819000733,0.000018595568113580208,-0.006063133861452741,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.77% < 5.0% after 30.4m),0.0065,30.616666666666667,0,53
azimuth,7XLhiRozKcBN2DQ7GKGDvLUgLCNHv2rwCShpR5oJKgjZ,3vnFSkGU2foSKWsbH5pEJ6HFstugb5YBELkRGgUdJAeA,NASDUCK-SOL,2026-09-09T22:50:02+00:00,2026-09-09T22:52:07+00:00,0.15081047863720726,0.15450318557509718,0.003986708241510982,0.007679415179400906,0.7782728862759178,turnover,balanced_tight,exit,"Fast-out dump exit (5m -6.5% <= -3.0% with PnL +5.03%, peak +5.03%) — realizing before floor gap-through",5.0329,2.0833333333333335,0,20
azimuth,CdKEfjHfGkN38CePtgJgGNrTc6qfA1i4M4d6cg44T5WD,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-09T22:57:34+00:00,2026-09-09T22:59:55+00:00,0.09885324906036695,0.0995954198948586,0.0005857109999999999,0.0013278818344916454,0.13502908653338785,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 2.16%, Current: 1.07% <= ratchet floor 1.56%)",2.1597,2.35,0,20
azimuth,D4rAVAT6CCoBFZ3CbNbmcDEvo9dboLbQg9vARcMK2KgS,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-09T23:00:16+00:00,2026-09-09T23:06:27+00:00,0.09999999,0.09999812999999999,0.000001646999999999999,-0.0000002130000000127863,0.0586364440253071,turnover,turnover_rebalance,exit,Out of Range for 5.2m (limit 5m),0.5873,6.183333333333334,0,20
azimuth,E5zEZhzgUbHDGpgn6H6FPQwHrXUKYjNsyAep4W1ZEq1R,3vnFSkGU2foSKWsbH5pEJ6HFstugb5YBELkRGgUdJAeA,NASDUCK-SOL,2026-09-09T22:53:07+00:00,2026-09-09T23:13:17+00:00,0.15999999,0.15940249801527753,0.0012685568977871336,0.0006710649130646507,0.11931855209319764,turnover,turnover_rebalance,exit,"Fast-out dump exit (5m -4.5% <= -3.0% with PnL +1.34%, peak +1.34%) — realizing before floor gap-through",1.3397,20.166666666666668,0,20
azimuth,7nmhbE2bxfCzVefS7NxAiJHZmAqR1wckAyMpVVykMhgp,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-09T23:06:46+00:00,2026-09-09T23:23:29+00:00,0.09999998999999998,0.09847812904522202,0.004107573999999999,0.002585713045222038,0.27052635512491463,turnover,turnover_rebalance,exit,"Fast-out dump exit (5m -12.1% <= -3.0% with PnL +2.42%, peak +2.42%) — realizing before floor gap-through",2.4198,16.716666666666665,0,20
azimuth,vgSkdvJBs34Ctm9HGm7uuPDSa4qduyK8W8cPyRCSymt,3vnFSkGU2foSKWsbH5pEJ6HFstugb5YBELkRGgUdJAeA,NASDUCK-SOL,2026-09-09T23:14:02+00:00,2026-09-09T23:34:05+00:00,0.15999999,0.15852439977667043,0.003118005376010296,0.0016424151526807096,0.19208220573582224,turnover,turnover_rebalance,exit,"Fast-out dump exit (5m -4.1% <= -3.0% with PnL +1.83%, peak +1.90%) — realizing before floor gap-through",1.8977,20.05,0,20
azimuth,DNjQkH4RGdnHky2odLjqCELATKr9ojRTCdCW5tWa7pie,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-09T23:23:55+00:00,2026-09-09T23:36:07+00:00,0.09999999000000001,0.09876863478815875,0.0017615679999999998,0.0005302127881587487,0.07587750318282716,turnover,turnover_rebalance,exit,"Fast-out dump exit (5m -5.9% <= -3.0% with PnL +1.49%, peak +1.49%) — realizing before floor gap-through",1.4946,12.2,0,20
azimuth,35Jp9cWpd2X4PEKrZC1YUX9cbW3gpZZn7YPtkP6yU6Ei,3vnFSkGU2foSKWsbH5pEJ6HFstugb5YBELkRGgUdJAeA,NASDUCK-SOL,2026-09-09T23:34:33+00:00,2026-09-09T23:42:12+00:00,0.15999999,0.15999514799999998,0.000004297999999999995,-0.0000005440000000189738,0.001994362290993479,turnover,turnover_rebalance,exit,Out of Range for 5.3m (limit 5m),0.0825,7.65,0,20
azimuth,3KGPAJUJ3i2pRECSWGkEchPy8R57sz8SewbSxMpk3z9K,EyQTPRzUY2VcuiVhJNc8NaYoww2uxTeT4jfb6DqxLxwA,UBI-SOL,2026-09-10T00:47:22+00:00,2026-09-10T01:17:50+00:00,0.15999997700000002,0.15999646699999998,0.000049300375871800216,0.00004579037587176815,-0.008265676001865785,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 1.45% < 5.0% after 30.0m),0.4223,30.466666666666665,0,44
azimuth,yLXRLar2S6JRKt3PnjPeSf9PHYjaxhyN8rfLofcxpF6,8LZK8W9Pp6GrMKCoTALS3AZ6eAX62uKv8bHPY57iXZkL,OTC-SOL,2026-09-10T01:38:49+00:00,2026-09-10T01:45:00+00:00,0.09999997899999999,0.09999988400000001,0.00000008599999999999303,-0.00000000899999998138501,0.03015545556091226,turnover,sol_bidask,exit,Out of Range for 5.3m (limit 5m),0.444,6.183333333333334,0,44
azimuth,FC3EbwjbyWtHYVtYHx5oQGaJ3iKbayiQevFZZWNvcQXD,GbrDAq3RjcVWeroLDUwmnuQ8N5xaaKj2Rk2dJDg64CLY,EMBER-SOL,2026-09-10T01:18:23+00:00,2026-09-10T02:05:17+00:00,0.159999973,0.159998708,0.0007598461879297717,0.0007585811879297633,0.06532034540430587,pulse,sol_bidask,exit,Out of Range for 30.0m (limit 30m),0.4405,46.9,0,53
azimuth,7cpoV5kUANUkqXKyxvKN7PDikdnASuwyGWJL68M6pr7g,8LZK8W9Pp6GrMKCoTALS3AZ6eAX62uKv8bHPY57iXZkL,OTC-SOL,2026-09-10T01:45:19+00:00,2026-09-10T02:07:46+00:00,0.09999998999999998,0.099989818,0.00004707154114749302,0.00003689954114750871,0.03769905600396761,turnover,turnover_rebalance,exit,Out of Range for 5.3m (limit 5m),0.4097,22.45,0,20
azimuth,BUBz9Syq3mkmvpt3Bnb5nK4pBoqSG8um2JpYyeGonFqN,8LZK8W9Pp6GrMKCoTALS3AZ6eAX62uKv8bHPY57iXZkL,OTC-SOL,2026-09-10T02:08:10+00:00,2026-09-10T02:43:07+00:00,0.09999999,0.099990857,0.000008049999999999997,-0.000001082999999998946,0.03743452648895129,turnover,spot,exit,Out of Range for 5.3m (limit 5m),0.1553,34.95,0,20
azimuth,EY3wz7vGYbJUJ1xJM1wg2qqS2xJbEMm6t5oU9neE1GBo,5LjukK9FDhTo51wp2zkKdAgSk7yg4khr1v9d3HwKFsQJ,PURPS-SOL,2026-09-10T02:37:02+00:00,2026-09-10T03:03:29+00:00,0.09732829683975612,0.099950496,0.0024104279999999996,0.0050326271602438855,0.5673538522044499,turnover,balanced_tight,exit,Out of Range for 5.0m (limit 5m),5.7373,26.45,0,20
azimuth,7An1e6VsDTFzkRjX3JMJpJgrr5JTxTe42fkTAXWLK5Kw,8LZK8W9Pp6GrMKCoTALS3AZ6eAX62uKv8bHPY57iXZkL,OTC-SOL,2026-09-10T02:43:49+00:00,2026-09-10T03:09:43+00:00,0.099990846,0.09276385754039256,0.0027881591453996907,-0.004438829314207748,-0.41342004522393694,turnover,turnover_rebalance,exit,Sustained downtrend dump (1h -16.3% <= -5.0% & PnL -2.70% <= -2.5%) — exit before the SL floor,0.3483,25.9,0,20
azimuth,4GMPeLMTy7WXxvUrAfTrTBq4t61ScfocDVoLbkkgvz81,D2HdXwArgm1TRCSa44p2v2RXNGv3oxe2XaSuW7VX1Zxh,S&P 500-SOL,2026-09-10T03:16:27+00:00,2026-09-10T03:17:55+00:00,0.1026015826278626,0.09856353012731071,0.0016438867415703435,-0.002394165758981548,-0.24363370646345395,turnover,balanced_tight,exit,"Downtrend dump, unconfirmed (PnL -6.26% <= -2.5%, no 1h confirmation) — exit before the SL floor",0.0,1.4666666666666666,0,22
