bot,position,pool,pair,created_at_utc,closed_at_utc,deposit_sol,withdrawal_sol,fee_sol,pnl_sol,pnl_usd,mode,strategy,event,exit_reason,peak_pnl_pct,hold_minutes,ai_holds,bin_width
azimuth,4JZrpxhTVCxQNSyjhRhx1nQnsohD2gPJ6HAgJHhti4iv,5QpDQ6ddkv1ArytJQ991kh8doeXPrt9hHFWK2HmEToDm,FRIES-SOL,2026-09-05T16:13:44+00:00,2026-09-05T16:43:59+00:00,0.159999977,0.159994448,0.000004800999999999992,-0.0000007279999999776354,0.035954210729663316,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.14% < 5.0% after 30.1m),0.4139,30.25,0,44
azimuth,GEHHuAqdqDaQbBPmmoJgGjy97YkovLFUp8nVFkuwhj9s,8LZK8W9Pp6GrMKCoTALS3AZ6eAX62uKv8bHPY57iXZkL,OTC-SOL,2026-09-05T14:53:45+00:00,2026-09-05T17:08:07+00:00,0.329999978,0.3286072379291132,0.006073474581515564,0.004680734510628781,0.71318045327628,turnover,sol_bidask,exit,"Fast-out dump exit (5m -4.0% <= -3.0% with PnL +2.05%, peak +2.18%) — realizing before floor gap-through",2.1848,134.36666666666667,0,44
azimuth,AQbdtzwJaTXinNuwtW5LPfVVTSTBvbf8TW3DaeozegYm,ESFRBnw6arbADgvjw9PpSsEFq9gS8TkM1ZXGnKo2ZVKQ,REDACTED-SOL,2026-09-05T17:20:17+00:00,2026-09-05T17:21:59+00:00,0.15729607099998397,0.1586695158477114,0.0009521684842243418,0.0023256133319517758,0.242485466529331,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 1.75%, Current: -0.15% <= ratchet floor 1.15%)",1.7507,1.7,0,26
azimuth,9x7sxr9u7Jq2qtWG99kYm8PZskPAowpBq8F6cLA8gXge,8LZK8W9Pp6GrMKCoTALS3AZ6eAX62uKv8bHPY57iXZkL,OTC-SOL,2026-09-05T17:09:23+00:00,2026-09-05T17:25:43+00:00,0.32999999100000005,0.32997025299999994,0.00031379834548701953,0.00028406034548689174,0.1008805964367454,turnover,spot,exit,Out of Range for 5.2m (limit 5m),0.2458,16.333333333333332,0,20
azimuth,AeefH74rdmmau7L8KNo3nxaPWwhfD8JcR8kyZtdfvRZ4,3T6pPCvChxMWvGavkyNSFN7UyiMeUwV3NbHHTybPogFC,BUTTHOLE-SOL,2026-09-05T17:35:03+00:00,2026-09-05T17:46:08+00:00,0.2969922384968603,0.2899544470755565,0.0004272435136477053,-0.006610547907656084,-0.7835711380256178,turnover,balanced_tight,exit,"Downtrend dump, unconfirmed (PnL -3.60% <= -2.5%, no 1h confirmation) — exit before the SL floor",1.0364,11.083333333333334,0,20
azimuth,4Qzdm7zHrT33c7NbH7RCjJhffzgZnym9JSUWe51raKNr,8LZK8W9Pp6GrMKCoTALS3AZ6eAX62uKv8bHPY57iXZkL,OTC-SOL,2026-09-05T17:25:57+00:00,2026-09-05T19:26:17+00:00,0.329970242,0.3237199009729734,0.0033334273306318742,-0.002916913696394796,-0.3177391018716449,turnover,turnover_rebalance,exit,"Stale ticket re-pin (121m in range, peak +0.94% never armed the 1.2% ratchet, fee/TVL 12.2%)",0.939,120.33333333333333,0,20
azimuth,FUYKCgWghkNp6RhsEaBRDAw2RCwqw5J2cb4Bm325GaDn,GsEvAZbjtshQJ1hZEybw5ot2t5PqZqgUpCEXojuRTH1F,nub-SOL,2026-09-05T19:08:32+00:00,2026-09-05T19:38:51+00:00,0.149999978,0.14997057879653514,0.00009442356520103086,0.00006502436173616566,-0.025696506372065997,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 2.95% < 5.0% after 30.0m),0.1568,30.316666666666666,0,44
azimuth,7G31RU5ALFjTngF7W8qELuaXtBsNXg5gQXNYWUHCqGsS,3T6pPCvChxMWvGavkyNSFN7UyiMeUwV3NbHHTybPogFC,BUTTHOLE-SOL,2026-09-05T20:00:47+00:00,2026-09-05T20:31:08+00:00,0.319999977,0.319991875,0.000007105999999999998,-0.000000996000000030861,-0.05159003800645934,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.11% < 5.0% after 30.2m),0.0899,30.35,1,44
azimuth,7qHbkFfP5Yu5F3fZk3CkhDpcWYYKS3nxZJErJBW7aQtF,54sbyULrreD9HBoV5wRWedeCBEw6gQ7VkdHW18rLX78e,CTO-SOL,2026-09-05T23:09:39+00:00,2026-09-06T00:24:15+00:00,0.319999977,0.316653881804241,0.006255971156536026,0.0029098759607770197,0.3333790279617048,pulse,sol_bidask,exit,"Trailing Take-Profit hit (Peak: 1.37%, Current: 0.59% <= ratchet floor 0.77%)",1.367,74.6,0,44
azimuth,C27qHUF7HWpmcsdaXX1GKcczQX3yUKPTYHRcr9xsNQsF,5Vo1BAJ888m3Mn5dVxLNXtCkdmxVN6RDNDocMHM75yG,FROGE-SOL,2026-09-06T00:23:37+00:00,2026-09-06T00:54:40+00:00,0.149999978,0.149999777,0.00003230660995924897,0.000032105609959254267,-0.002796578586595544,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 1.00% < 5.0% after 30.2m),0.1563,31.05,0,44
azimuth,2XbEjNMhtujLpBuhzGEYMTkWkjzNF7wekDxHQLjpL1A7,54sbyULrreD9HBoV5wRWedeCBEw6gQ7VkdHW18rLX78e,CTO-SOL,2026-09-06T00:42:38+00:00,2026-09-06T01:13:41+00:00,0.22999998000000002,0.22999963500000004,0.000015716608192197735,0.000015371608192205066,0.07708751020805238,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.32% < 5.0% after 30.5m),0.1874,31.05,0,44
azimuth,C3aVSwFE4ACLNTqE8ah8xUBvvhEwWJK4Q51a1Q9CuB5P,FxPPZGPiTNYzgdMkNgAkA8QRZjNxurjBo7JgPt9z4T5X,MADE-SOL,2026-09-06T01:17:06+00:00,2026-09-06T01:47:40+00:00,0.329999978,0.32996538520741797,0.0000531611188042279,0.000018568326222156983,0.10618032865583871,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.77% < 5.0% after 30.0m),0.2946,30.566666666666666,0,44
azimuth,2fmvFoMcxyXQ5pTeRucy7r4UHfGgLX1Pxvid4b85xf49,ptVzGfsAqXSqdmkQ2AmxSjbHxp4PL38oSajfSitRgwR,testicle-SOL,2026-09-06T02:37:44+00:00,2026-09-06T02:37:58+00:00,0.159999979,0.15999792431021492,0.000009753570060886882,0.000007698880275824882,-0.0009252146986860055,,,,,,0.23333333333333334,,44
azimuth,5aiCRnCh64jrXLyL7sqCFLJKGotgsSvLzdtEkqqv2eTp,ARqHS4dXM989rYBjDKzx249yqBXQtdrUioemyoGEnAnk,biketyson-SOL,2026-09-06T02:34:14+00:00,2026-09-06T02:54:48+00:00,0.319999977,0.3199910350000001,0.0011799949999999999,0.0011710530000000885,0.10295745278637014,turnover,sol_bidask,exit,Out of Range for 5.2m (limit 5m),0.4171,20.566666666666666,0,44
azimuth,3SWAek5BuzLZW1qJP48P8KxHsupUNG5eyLQttKe2nhsE,ptVzGfsAqXSqdmkQ2AmxSjbHxp4PL38oSajfSitRgwR,testicle-SOL,2026-09-06T02:37:53+00:00,2026-09-06T03:38:44+00:00,0.15999997800000001,0.15996801489151216,0.00017002053747327775,0.0001380574289854275,0.40943132608447996,turnover,sol_bidask,exit,Low yield (Fee/TVL 24h: 2.57% < 5.0% after 60.2m),1.488,60.85,0,44
azimuth,CsWAzdys6SvoxVBqyxxQgyHZpojBZGRJCGFuq8qqVrcq,xg71xrhn7MEj5akrZGteuYeiTLbBzyNCpBn69bRYd5a,GTA6-SOL,2026-09-06T04:26:43+00:00,2026-09-06T05:18:57+00:00,0.31999997699999994,0.31610001485414585,0.007304237999999999,0.003404275854145933,0.26320883868599054,pulse,sol_bidask,exit,"Thin pool liquidity ($6,688 < $7,000 floor) — exit before it strands",1.4105,52.233333333333334,0,44
azimuth,6w6rkwN8xqJRq3XBA62zyr57TqQikQwUWLAvMkREUFaN,5Vo1BAJ888m3Mn5dVxLNXtCkdmxVN6RDNDocMHM75yG,FROGE-SOL,2026-09-06T06:04:22+00:00,2026-09-06T06:10:33+00:00,0.1579736808303923,0.162320597,0.0024711520000000003,0.006818068169607727,0.710245594699142,turnover,balanced_tight,exit,Out of Range for 5.1m (limit 5m),4.3247,6.183333333333334,0,20
azimuth,4acezdLrxKNkH8jxwE76Tg99MavA1hcsFXsHy5Qpo1JK,DchDNJc71s11WaHzJRjzW4qG6qbYC8ySzbBMcFmnAThk,BULLSHIT-SOL,2026-09-06T05:55:11+00:00,2026-09-06T06:26:08+00:00,0.319999977,0.3196406144361446,0.00023810759206351311,-0.00012125497179188427,-0.2636408356700599,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 3.44% < 5.0% after 30.2m),0.0,30.95,0,44
azimuth,Gnxcj9E5dV7qqkur8nDwHBgCocfsRb3r6k6yshe9oLG,5Vo1BAJ888m3Mn5dVxLNXtCkdmxVN6RDNDocMHM75yG,FROGE-SOL,2026-09-06T06:11:03+00:00,2026-09-06T06:50:29+00:00,0.15999999,0.160009419,0.004044247032153404,0.004053676032153397,0.31919694503695695,turnover,turnover_rebalance,exit,Out of Range for 5.3m (limit 5m),1.9507,39.43333333333333,0,20
azimuth,EKNdmtfhXJBqwm4VjCgc7Y2MSdbRPtSPRJjozADkw6bW,5Vo1BAJ888m3Mn5dVxLNXtCkdmxVN6RDNDocMHM75yG,FROGE-SOL,2026-09-06T06:51:06+00:00,2026-09-06T07:32:26+00:00,0.15999998999999998,0.14550272879321566,0.014148708719047316,-0.0003485524877370194,-0.11338804674483072,turnover,turnover_rebalance,exit,RUG velocity dump (-21.9% in 5m <= -20%) — emergency exit before it goes to zero,4.5465,41.333333333333336,0,20
azimuth,EskgDfJKZZZp8yibbfYCfsA6xUyJSqj6pMmHju6wUEEL,FxPPZGPiTNYzgdMkNgAkA8QRZjNxurjBo7JgPt9z4T5X,MADE-SOL,2026-09-06T10:06:26+00:00,2026-09-06T10:12:35+00:00,0.31871969787478655,0.3011515654277548,0.001855377939011991,-0.01571275450801979,-1.6992098399351505,turnover,balanced_tight,exit,"Downtrend dump, unconfirmed (PnL -2.88% <= -2.5%, no 1h confirmation) — exit before the SL floor",0.0,6.15,0,20
azimuth,5Qsn4rNV8T2GgcatVWjVAMstAwsjbAq1ximSRefDML22,FxPPZGPiTNYzgdMkNgAkA8QRZjNxurjBo7JgPt9z4T5X,MADE-SOL,2026-09-06T10:06:14+00:00,2026-09-06T10:13:59+00:00,0.31999998,0.31971085138003524,0.00025996278537764614,-0.0000291658345871193,-0.026255216623965794,pulse,sol_bidask,exit,"Downtrend dump, unconfirmed (PnL -2.88% <= -2.5%, no 1h confirmation) — exit before the SL floor",0.0,7.75,0,44
azimuth,D7pCN4cb8w6eo9eCbY7fVph7ZAKPQ18Hakbyvr8dJ79E,5Vo1BAJ888m3Mn5dVxLNXtCkdmxVN6RDNDocMHM75yG,FROGE-SOL,2026-09-06T10:19:38+00:00,2026-09-06T10:22:14+00:00,0.29438538899992767,0.2942643074778769,0.0020202431533770425,0.0018991616313263071,0.17280907600998674,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 1.86%, Current: -1.14% <= ratchet floor 1.26%)",1.8582,2.6,0,20
azimuth,76k1c118tr9fm3t6quMs6YETi6GDg3xK3tuAyMCtfdGN,R88hawBDy3CTiX7F7woKgMJAXbed7f5H38qR4FB2eav,world-SOL,2026-09-06T11:51:07+00:00,2026-09-06T12:24:31+00:00,0.289999977,0.28999527700000005,0.00040525918401781264,0.00040055918401782353,0.05901051726461404,pulse,sol_bidask,exit,Out of Range for 30.1m (limit 30m),0.3136,33.4,0,44
azimuth,5ZKArr5N8fR14Z4kiFz2QmUfsK6eLsMkUTNtSrnDHyjL,68C62WPYiiNZxprbuaMj2ULXpiTDKcs5xsX7kBGnyajR,MANLET-SOL,2026-09-06T12:39:43+00:00,2026-09-06T12:52:14+00:00,0.5452788110210933,0.5213856061852444,0.0007532490206158618,-0.023139955815232982,-2.475335008153813,turnover,balanced_tight,exit,"Downtrend dump, unconfirmed (PnL -3.43% <= -2.5%, no 1h confirmation) — exit before the SL floor",1.0532,12.516666666666667,0,20
azimuth,5rMJ6mAB7Un8ybuUuaXdyNMQ7HqYj9McpFVHTrf3bcuC,8ypwVWHVY3KbCEe5S2D41HW8sLMrXYFcbqBoNCyAiYBQ,STONKS-SOL,2026-09-06T13:06:22+00:00,2026-09-06T13:08:22+00:00,0.2775741211148105,0.2774246936982034,0.00016529798624865524,0.000015870569641529553,0.0597420296734299,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 1.36%, Current: -1.40% <= ratchet floor 0.76%)",1.3605,2.0,0,20
azimuth,3UicLYZN2fyPjTuNupeXpv4PcC5XNxLJZaqLrzQ52X7K,9VvT8iC4bkVGiUpuvJ2SMCj5DJA4W6uFTrhwVyed3iYr,MOS-SOL,2026-09-06T13:48:25+00:00,2026-09-06T14:11:42+00:00,0.279999973,0.28000006699999996,0.000062479,0.00006257299999995469,0.01666356968655691,pulse,sol_bidask,exit,"Thin pool liquidity ($1,887 < $7,000 floor) — exit before it strands",0.4467,23.283333333333335,0,53
azimuth,923EZuJPBtVNZkWoxNsCKrKxZz9FsVMuYSFwpps1j4JE,FkyP1qNhRes63wfGtzGue4G32p36nwVSHzKwW4bJY9br,BILL-SOL,2026-09-06T14:15:55+00:00,2026-09-06T14:20:18+00:00,0.09684036186326422,0.09301665033259894,0.002089742,-0.0017339695306652775,-0.22386311166337336,turnover,balanced_tight,exit,"Fast-out dump exit, underwater (5m -10.3% <= -3.0% with PnL -1.84% <= -1.5%) — cutting before the downtrend level",0.4739,4.383333333333334,0,20
azimuth,GXaaj1TznYWgM5VSgW5jfiBUgdwvygbagHuEHtJuBq9A,2TD1fMPg2w7Hjt8bASSdxi92YFNQFgvdznqVApe3NGpn,KET-SOL,2026-09-06T14:12:22+00:00,2026-09-06T14:24:32+00:00,0.279999981,0.279995325,0.00003812286268483215,0.000033466862684849996,-0.19682066025643508,turnover,sol_bidask,exit,Out of Range for 5.2m (limit 5m),0.0,12.166666666666666,0,44
azimuth,CkhAL2cGVZJBw1S4wuM4y7KoscMb7fMr6FTwCzH1yqej,2TD1fMPg2w7Hjt8bASSdxi92YFNQFgvdznqVApe3NGpn,KET-SOL,2026-09-06T14:25:08+00:00,2026-09-06T14:53:28+00:00,0.27999999,0.28000616,0.001403059606341809,0.001409229606341822,0.19689375355925876,turnover,turnover_rebalance,exit,Out of Range for 5.7m (limit 5m),0.6363,28.333333333333332,0,20
azimuth,E4aMz5f63diyBy7ZafZ8soTcuHoJYqLM6DBnBQ7jd3u1,R88hawBDy3CTiX7F7woKgMJAXbed7f5H38qR4FB2eav,world-SOL,2026-09-06T14:13:09+00:00,2026-09-06T15:18:43+00:00,0.11999998099999999,0.119999167,0.0024518714954106374,0.0024510574954106495,0.14002526565295703,pulse,spot,exit,"Trailing Take-Profit hit (Peak: 1.77%, Current: 1.04% <= ratchet floor 1.17%)",1.774,65.56666666666666,0,44
azimuth,FQRpSGvgyK7Xm49UVuVQXCbcpSuKFxmx4LvKt1V7Gxte,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-06T15:31:45+00:00,2026-09-06T15:32:22+00:00,0.1071049362378467,0.10653239489273587,0.0006418449999999999,0.00006930365488917734,0.004800578110698339,turnover,balanced_tight,exit,"Fast-out dump exit (5m -7.7% <= -3.0% with PnL +1.63%, peak +1.63%) — realizing before floor gap-through",1.634,0.6166666666666667,0,24
azimuth,Hu439pSCP4143fKpRGtA7Rz2bqaJHxbZSA2UvPGMbfm7,2TD1fMPg2w7Hjt8bASSdxi92YFNQFgvdznqVApe3NGpn,KET-SOL,2026-09-06T14:53:58+00:00,2026-09-06T15:40:50+00:00,0.27999999000000003,0.27999807476152977,0.0016587586290821026,0.0016568433906118396,0.13630784194461754,turnover,turnover_rebalance,exit,Out of Range for 5.1m (limit 5m),1.1381,46.86666666666667,0,20
azimuth,6r48NPoss1Jw9xguCffEa5HLXAfrBGE41UJQWaRzVJrn,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-06T15:33:23+00:00,2026-09-06T15:56:52+00:00,0.10999998999999999,0.109985675,0.001739802,0.0017254870000000117,0.19397737951933003,turnover,turnover_rebalance,exit,Out of Range for 19.1m (limit 5m),1.8554,23.483333333333334,1,20
azimuth,FNZxj6CLYMkThXSG29V7w46tNvp9ipsFiggaLgpPSFvQ,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-06T15:57:37+00:00,2026-09-06T16:03:12+00:00,0.10999999,0.10816089592109247,0.002084913,0.00024581892109246106,0.014699343922131902,turnover,turnover_rebalance,exit,"Fast-out dump exit (5m -9.3% <= -3.0% with PnL +1.25%, peak +1.25%) — realizing before floor gap-through",1.2463,5.583333333333333,0,20
azimuth,ACKEPV4qYZZzVnvUtb1ZHHMj9drc8x6yvJPozqVsGFHo,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-06T16:04:02+00:00,2026-09-06T16:05:56+00:00,0.10999999,0.10399730501097454,0.005816979,-0.00018570598902546698,-0.007667822850928374,turnover,turnover_rebalance,exit,RUG velocity dump (-24.2% in 5m <= -20%) — emergency exit before it goes to zero,0.0,1.9,0,20
azimuth,Hdw1zpbn9JunUVPgTUD9ffBRhPdP5rv4x8rGjWioHpzd,2TD1fMPg2w7Hjt8bASSdxi92YFNQFgvdznqVApe3NGpn,KET-SOL,2026-09-06T15:41:32+00:00,2026-09-06T16:41:06+00:00,0.27999999,0.27958402078012495,0.00023539027083728395,-0.0001805789490377241,0.11201392291034296,turnover,turnover_rebalance,exit,Low yield (Fee/TVL 24h: 2.03% < 5.0% after 60.2m),0.154,59.56666666666667,0,20
azimuth,8Ku7bgEeRsJCs7KSYHj6GFTiET1fEaaLh9EdFuFYANZU,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-06T16:46:24+00:00,2026-09-06T17:17:22+00:00,0.09999997499999999,0.099999236,0.000017474999999999998,0.00001673600000001718,-0.009594804545640656,pulse,sol_bidask,exit,Low yield (Fee/TVL 24h: 0.82% < 5.0% after 30.2m),2.3489,30.966666666666665,0,53
azimuth,FSQ7bgJbWnsCWqWVsLHk55twkrysju6qhMF3b9vN6ucm,ptVzGfsAqXSqdmkQ2AmxSjbHxp4PL38oSajfSitRgwR,testicle-SOL,2026-09-06T16:42:14+00:00,2026-09-06T17:28:34+00:00,0.17999997800000003,0.17996589339179708,0.000031588791982774965,-0.000002495816220166036,-0.033753957716953664,turnover,sol_bidask,exit,"Trailing Take-Profit hit (Peak: 2.47%, Current: -0.14% <= ratchet floor 1.87%)",2.4694,46.333333333333336,0,44
azimuth,5LnpHoT3VmojysxXkJz6EfCziH2N46eUVZgKTMWukw92,7AqRdscJbVd2m3o3kPnNQHSMHNwFUyWNU2NRctyteADb,unc-SOL,2026-09-06T17:20:47+00:00,2026-09-06T18:15:17+00:00,0.0991360836294477,0.09609439499540005,0.0010334565385652717,-0.0020082320954823707,-0.19280383491141428,turnover,balanced_tight,exit,Sustained downtrend dump (1h -6.3% <= -5.0% & PnL -3.19% <= -2.5%) — exit before the SL floor,0.6319,54.5,0,20
azimuth,BHHiJcBVVtA9Y84k7suuKZyHUX6S8SE7Z1YKuQJgNKF6,ARqHS4dXM989rYBjDKzx249yqBXQtdrUioemyoGEnAnk,biketyson-SOL,2026-09-06T16:38:15+00:00,2026-09-06T18:20:31+00:00,0.10999997699999998,0.10942875362864983,0.0006699140000000001,0.00009869062864983902,0.025463400222779597,pulse,sol_bidask,exit,RUG velocity dump (-22.4% in 5m <= -20%) — emergency exit before it goes to zero,0.4286,102.26666666666667,0,44
azimuth,5rQNEWLCcGLXfF6EdFu7N4RxKND3k4pzFJG5H75cMXU6,ptVzGfsAqXSqdmkQ2AmxSjbHxp4PL38oSajfSitRgwR,testicle-SOL,2026-09-06T17:29:04+00:00,2026-09-06T18:28:22+00:00,0.17999999,0.17999887284852528,0.0014859697397630544,0.0014848525882883434,0.20989719852285305,turnover,turnover_rebalance,exit,"Stale ticket re-pin (60m in range, peak +1.15% never armed the 1.2% ratchet, fee/TVL 20.3%)",1.1512,59.3,0,20
azimuth,CedsGzeqJRPeJW2KhyLY7jxgKBJYMKLDDAmsJAD6u2Ag,ptVzGfsAqXSqdmkQ2AmxSjbHxp4PL38oSajfSitRgwR,testicle-SOL,2026-09-06T18:28:57+00:00,2026-09-06T19:28:29+00:00,0.17999999000000003,0.17935782263451808,0.00022653620228326593,-0.00041563116319867643,-0.16349542171955278,turnover,turnover_rebalance,exit,Low yield (Fee/TVL 24h: 2.94% < 5.0% after 60.1m),0.189,59.53333333333333,0,20
azimuth,EaeiNb5G8GpCPfrb77HHTYQbxVibYj6QS2HmogKYLU6C,H4uj7z5LExamnP127jAQ5zsk2uqhLrqB3JttMMmZLdNx,KLED-SOL,2026-09-06T19:37:06+00:00,2026-09-06T19:38:36+00:00,0.25833432231070175,0.25952914557006407,0.00008060299999999999,0.0012754262593623333,0.15209997554246613,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 1.91%, Current: 1.03% <= ratchet floor 1.31%)",1.9082,1.5,0,20
azimuth,C51mDJcbxwu4SKwEr9BNq2t48ejNTJWmEnPPmXAs3XNC,H4uj7z5LExamnP127jAQ5zsk2uqhLrqB3JttMMmZLdNx,KLED-SOL,2026-09-06T19:39:19+00:00,2026-09-06T20:04:57+00:00,0.259999991,0.25998924,0.000009468999999999992,-0.0000012819999999913456,-0.04907087214203543,turnover,turnover_rebalance,exit,Out of Range for 5.3m (limit 5m),0.0136,25.633333333333333,0,20
azimuth,BovbsvbcVyWVmPPjsm8MMyaiwBCYQiUSx6eEuLbjB9jd,8LZK8W9Pp6GrMKCoTALS3AZ6eAX62uKv8bHPY57iXZkL,OTC-SOL,2026-09-06T20:09:57+00:00,2026-09-06T20:14:11+00:00,0.12067161643274145,0.11510097965530633,0.0011213429950830784,-0.004449293782352037,-0.46286369412169215,turnover,spot,exit,"Downtrend dump, unconfirmed (PnL -6.15% <= -2.5%, no 1h confirmation) — exit before the SL floor",0.0,4.233333333333333,0,20
azimuth,8d3tutRSQSG21GLKUVSnvzWp2AQUU8ksG5b5vTdESNjj,H4uj7z5LExamnP127jAQ5zsk2uqhLrqB3JttMMmZLdNx,KLED-SOL,2026-09-06T20:05:38+00:00,2026-09-06T20:26:25+00:00,0.259999991,0.2599873793256779,0.00006302996129566585,0.00005041828697355255,0.07476699410899812,turnover,turnover_rebalance,exit,Out of Range for 5.0m (limit 5m),0.2862,20.783333333333335,0,20
azimuth,GWxi7NDNy9zP2xyqa3kCPXbGQdbgXKR5JKtvK61fAQNW,5QpDQ6ddkv1ArytJQ991kh8doeXPrt9hHFWK2HmEToDm,FRIES-SOL,2026-09-06T20:15:00+00:00,2026-09-06T20:43:47+00:00,0.09999997899999999,0.09558197473291567,0.0017535809999999997,-0.002664423267084312,-0.2574890193817616,turnover,sol_bidask,exit,"Fast-out dump exit, underwater (5m -7.6% <= -3.0% with PnL -2.39% <= -1.5%) — cutting before the downtrend level",0.7499,28.783333333333335,0,44
azimuth,9uST67aBBVCtnwvRY4RUqjMvpXxzQDUoTaBtp7s1Khqr,H4uj7z5LExamnP127jAQ5zsk2uqhLrqB3JttMMmZLdNx,KLED-SOL,2026-09-06T20:27:04+00:00,2026-09-06T20:54:48+00:00,0.259999991,0.259993369,0.000007579958025565404,0.0000009579580255714149,0.021641716811281242,turnover,turnover_rebalance,exit,Out of Range for 5.0m (limit 5m),0.151,27.733333333333334,0,20
azimuth,EV4PwbLe2JpqTyyXrciqqpesnxEJH5pfQzDXEzgAyTGJ,9aXA6qqqXueA6Eq9WPRgas4wQgjPCEspzutbaS3UZkXT,CLANKER-SOL,2026-09-06T22:29:12+00:00,2026-09-06T22:38:13+00:00,0.17668124799987853,0.17128006569060744,0.003897025,-0.001504157309271087,-0.06023068040199675,turnover,balanced_tight,exit,Sustained downtrend dump (1h -42.9% <= -5.0% & PnL -2.97% <= -2.5%) — exit before the SL floor,3.6893,9.016666666666667,0,20
azimuth,GKjSP2Khs1AZxziAzrKimyXrd2xcYqFDyxCj7djnhDxN,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-06T22:50:21+00:00,2026-09-06T22:54:16+00:00,0.2674657027263608,0.27114419717367017,0.002913039,0.0065915334473093945,0.7275571768922937,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 2.12%, Current: 1.45% <= ratchet floor 1.52%)",2.1193,3.9166666666666665,0,20
azimuth,CSpNFCTTLGL7BGUndkoAK17VPPzVuB6PTVeE6pfJu3Sa,EAf6shtt8QGJ7UiSRrDc6pzwXKEmb5s7tCCpSDe5zpzZ,BUTTHOLE-SOL,2026-09-06T22:02:44+00:00,2026-09-06T23:02:28+00:00,0.09949825199986555,0.09989199478202995,0.0010763410982325683,0.0014700838803969746,0.16091528787440446,turnover,balanced_tight,exit,"Trailing Take-Profit hit (Peak: 1.73%, Current: 0.97% <= ratchet floor 1.13%)",1.7294,59.733333333333334,0,20
azimuth,CZn2Ymyup4eEaWm9ewDJPbTS2FvZXd56Ux5HxuV72wxb,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-06T22:54:57+00:00,2026-09-06T23:12:16+00:00,0.17999999000000003,0.1794752479890117,0.002377305,0.0018525629890116802,0.23876277975847415,turnover,turnover_rebalance,exit,"Fast-out dump exit (5m -3.6% <= -3.0% with PnL +1.27%, peak +1.27%) — realizing before floor gap-through",1.2749,17.316666666666666,0,20
azimuth,Hb2zW8sKYFVbuZ1dQxiYDfBuk4ebY7kNkcgJNwMoLVXe,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-06T23:13:15+00:00,2026-09-06T23:19:21+00:00,0.17999999,0.1799982430398838,0.000008144999999999987,0.0000063980398837815144,0.04503582916710869,turnover,turnover_rebalance,exit,Out of Range for 5.1m (limit 5m),0.204,6.1,0,20
azimuth,EwRDJhG6do8MzW9khZMPdw74um8bVyxuHpcLeqQ4dy3Z,EAf6shtt8QGJ7UiSRrDc6pzwXKEmb5s7tCCpSDe5zpzZ,BUTTHOLE-SOL,2026-09-06T23:03:28+00:00,2026-09-06T23:25:17+00:00,0.09999999,0.09812318043508553,0.0035294796975313416,0.0016526701326168708,0.1913130963539018,turnover,turnover_rebalance,exit,"Fast-out dump exit (5m -6.5% <= -3.0% with PnL +2.66%, peak +2.66%) — realizing before floor gap-through",2.6551,21.816666666666666,0,20
azimuth,722D4Kjf63QPyfcNqXzCaRHp2gox2VNGy7XLhDE5dGJM,953MwRPrSjhY6FzjaiGLcEMTKbiXmdfrx6oCs2dx4oAy,FRIES-SOL,2026-09-06T23:20:20+00:00,2026-09-06T23:28:54+00:00,0.17999999000000003,0.17998684905759477,0.0009105319999999998,0.0008973910575947319,0.09685142614737074,turnover,turnover_rebalance,exit,Out of Range for 5.0m (limit 5m),0.176,8.566666666666666,0,20
